Class Name,Instance Side Definition,Class Side Definition
GTSpotterStepTest,"TestCase subclass: #GTSpotterStepTest 	instanceVariableNames: 'spotter currentStep previousStep currentProcessor currentCandidate currentContext previousContext' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Scripting'","GTSpotterStepTest class 	instanceVariableNames: ''"
MorphOpened,"MorphAnnouncement subclass: #MorphOpened 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Core-Announcements'","MorphOpened class 	instanceVariableNames: ''"
ChainedSortFunction,"SortFunction subclass: #ChainedSortFunction 	instanceVariableNames: 'next' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SortFunctions-Core'","ChainedSortFunction class 	instanceVariableNames: ''"
FillStyleBorder,"SimpleBorder subclass: #FillStyleBorder 	instanceVariableNames: 'fillStyle' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Borders'","FillStyleBorder class 	instanceVariableNames: ''"
PrivacyChangedAnnoucement,"Announcement subclass: #PrivacyChangedAnnoucement 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-EventRecorder-Privacy'","PrivacyChangedAnnoucement class 	instanceVariableNames: ''"
GTSpotterExceptionMock1,"Object subclass: #GTSpotterExceptionMock1 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterExceptionMock1 class 	instanceVariableNames: ''"
GLMPhlowTableColumn,"Object subclass: #GLMPhlowTableColumn 	instanceVariableNames: 'computation title style' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Brick-Widgets-Phlow'","GLMPhlowTableColumn class 	instanceVariableNames: ''"
TabManagerModelTest,"SpecTestCase subclass: #TabManagerModelTest 	instanceVariableNames: 'redTab' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Core-Widgets'","TabManagerModelTest class 	instanceVariableNames: ''"
GTSUnitDebuggerJumpToTestAction,"DebugAction subclass: #GTSUnitDebuggerJumpToTestAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitDebuggerJumpToTestAction class 	instanceVariableNames: ''"
SimpleServiceEntry,"Model subclass: #SimpleServiceEntry 	instanceVariableNames: 'provider label selector usingLineAfter stateSelector description argumentGetter buttonLabel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-FileRegistry'","SimpleServiceEntry class 	instanceVariableNames: ''"
ZnResourceMetaUtilsTests,"TestCase subclass: #ZnResourceMetaUtilsTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Resource-Meta-Tests'","ZnResourceMetaUtilsTests class 	instanceVariableNames: ''"
CommandLineHandlerTest,"TestCase subclass: #CommandLineHandlerTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-System-CommandLine'","CommandLineHandlerTest class 	instanceVariableNames: ''"
RubReturnEntered,"RubMorphAnnouncement subclass: #RubReturnEntered 	instanceVariableNames: 'accepted' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Rubric-Editing-Announcements'","RubReturnEntered class 	instanceVariableNames: ''"
RBAddMetaclassChange,"RBRefactoryDefinitionChange subclass: #RBAddMetaclassChange 	instanceVariableNames: 'classInstanceVariableNames' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Changes'","RBAddMetaclassChange class 	instanceVariableNames: ''"
TestCaseStarted,"TestCaseAnnouncement subclass: #TestCaseStarted 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Announcements'","TestCaseStarted class 	instanceVariableNames: ''"
IceMergeWorkingCopyCommand,"IceRepositoryCommand subclass: #IceMergeWorkingCopyCommand 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Iceberg-UI-Model'","IceMergeWorkingCopyCommand class 	instanceVariableNames: ''"
GLMUpdateMorphicTest,"GLMMorphicTest subclass: #GLMUpdateMorphicTest 	instanceVariableNames: 'announcer entity browser treeMorph listMorph tableMorph listLabelMorph unupdatedListMorph labelMorph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Tests-Morphic'","GLMUpdateMorphicTest class 	instanceVariableNames: ''"
MCVersionSaved,"Announcement subclass: #MCVersionSaved 	instanceVariableNames: 'version repository' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Announcements'","MCVersionSaved class 	instanceVariableNames: ''"
CustomHelpTest,"TestCase subclass: #CustomHelpTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Tests-Core-Utilities'","CustomHelpTest class 	instanceVariableNames: ''"
MyTestError,"Error subclass: #MyTestError 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Exception'","MyTestError class 	instanceVariableNames: ''"
LGit_GIT_ERROR,"LGitCallReturnHandler subclass: #LGit_GIT_ERROR 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'LibGit-Core-Exceptions-ReturnCodes'","LGit_GIT_ERROR class 	instanceVariableNames: ''"
LGitDiffSimilarityMetric,"LGitExternalStructure subclass: #LGitDiffSimilarityMetric 	instanceVariableNames: '' 	classVariableNames: 'OFFSET_PRIM_BUFFER_SIGNATURE OFFSET_PRIM_FILE_SIGNATURE OFFSET_PRIM_FREE_SIGNATURE OFFSET_PRIM_PAYLOAD OFFSET_PRIM_SIMILARITY' 	poolDictionaries: '' 	category: 'LibGit-Core-FFI-Structs'","LGitDiffSimilarityMetric class 	instanceVariableNames: ''"
OrderedDictionary,"Collection subclass: #OrderedDictionary 	instanceVariableNames: 'dictionary orderedKeys' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Sequenceable'","OrderedDictionary class 	instanceVariableNames: ''"
MockSocketStream,"Stream subclass: #MockSocketStream 	instanceVariableNames: 'atEnd inStream outStream' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Tests-Kernel'","MockSocketStream class 	instanceVariableNames: ''"
DosTimestampTest,"TestCase subclass: #DosTimestampTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Chronology'","DosTimestampTest class 	instanceVariableNames: ''"
RBPatternScanner,"RBScanner subclass: #RBPatternScanner 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Core-Parser'","RBPatternScanner class 	instanceVariableNames: ''"
Bitmap,"ArrayedCollection variableWordSubclass: #Bitmap 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Primitives'","Bitmap class 	instanceVariableNames: ''"
TextComposer,"Object subclass: #TextComposer 	instanceVariableNames: 'lines maxRightX currentY scanner possibleSlide nowSliding prevIndex prevLines currCharIndex startCharIndex stopCharIndex deltaCharIndex theText theContainer isFirstLine theTextStyle defaultLineHeight actualHeight wantsColumnBreaks' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Text Support'","TextComposer class 	instanceVariableNames: ''"
TxSpanWithStyle,"TxBasicSpan subclass: #TxSpanWithStyle 	instanceVariableNames: 'style' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TxText-Model'","TxSpanWithStyle class 	instanceVariableNames: ''"
GLMExpander,"GLMImplicitBrowser subclass: #GLMExpander 	instanceVariableNames: 'rootPane' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Browsers-Other'","GLMExpander class 	instanceVariableNames: ''"
CCompilationContext,"Object subclass: #CCompilationContext 	instanceVariableNames: 'astTranslatorClass bytecodeGeneratorClass class compiledMethodTrailer encoderClass environment failBlock interactive logged noPattern options parserClass requestor forSyntaxHighlighting semanticAnalyzerClass astTransformPlugins usesFullBlockClosure requestorScopeClass bindings' 	classVariableNames: 'BytecodeBackend UsesFullBlockClosure' 	poolDictionaries: '' 	category: 'OpalCompiler-Core-FrontEnd'","CCompilationContext class 	instanceVariableNames: ''"
GoferBrowseLocalChanges,"GoferLocalChanges subclass: #GoferBrowseLocalChanges 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-UI'","GoferBrowseLocalChanges class 	instanceVariableNames: ''"
ControlButtonMorph,"PluggableButtonMorph subclass: #ControlButtonMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Basic-Buttons'","ControlButtonMorph class 	instanceVariableNames: ''"
MetacelloMethodSectionPath,"Array variableSubclass: #MetacelloMethodSectionPath 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Constructors'","MetacelloMethodSectionPath class 	instanceVariableNames: ''"
FFIExternalArrayType,"FFIExternalReferenceType subclass: #FFIExternalArrayType 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'UnifiedFFI-Types'","FFIExternalArrayType class 	instanceVariableNames: ''"
SharedPool,"Object subclass: #SharedPool 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Classes'","SharedPool class 	instanceVariableNames: ''"
EpClassModification,"EpClassChange subclass: #EpClassModification 	instanceVariableNames: 'oldClass newClass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Epicea-Model'","EpClassModification class 	instanceVariableNames: ''"
ExecutionDisplayPlugin,"AbstractNautilusPlugin subclass: #ExecutionDisplayPlugin 	instanceVariableNames: 'morph link' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Reflectivity-Examples'","ExecutionDisplayPlugin class 	instanceVariableNames: ''"
KMNoKeymap,"Object subclass: #KMNoKeymap 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMNoKeymap class 	instanceVariableNames: ''"
MetacelloMCPackagesSpecTestCase,"MetacelloPackagesSpecTestCase subclass: #MetacelloMCPackagesSpecTestCase 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-TestsMCCore'","MetacelloMCPackagesSpecTestCase class 	instanceVariableNames: ''"
PackageAPIHelpBuilder,"HelpBuilder subclass: #PackageAPIHelpBuilder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Core-Builders'","PackageAPIHelpBuilder class 	instanceVariableNames: ''"
TestDynamicVariable,"DynamicVariable subclass: #TestDynamicVariable 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Processes'","TestDynamicVariable class 	instanceVariableNames: ''"
MBPackageChangesCommand,"MBAbstractPackageCommand subclass: #MBPackageChangesCommand 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Versionner-Core-Commands'","MBPackageChangesCommand class 	instanceVariableNames: ''"
ExampleForTest11,"ExampleForTest1 subclass: #ExampleForTest11 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Classes'","ExampleForTest11 class 	instanceVariableNames: ''"
SDL_Window,"SDL2Handle subclass: #SDL_Window 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: 'SDL2Constants SDL2Types' 	category: 'OSWindow-SDL2-Bindings'","SDL_Window class 	instanceVariableNames: ''"
SDL2Example,"Object subclass: #SDL2Example 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: 'SDL2Constants SDL2Types' 	category: 'OSWindow-SDL2-Examples-Examples'","SDL2Example class 	instanceVariableNames: ''"
MetacelloSymbolicVersionSpec,"MetacelloMethodSection subclass: #MetacelloSymbolicVersionSpec 	instanceVariableNames: 'versionString' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Constructors'","MetacelloSymbolicVersionSpec class 	instanceVariableNames: ''"
EpLogBrowserOperationVisitor,"Object subclass: #EpLogBrowserOperationVisitor 	instanceVariableNames: 'environment' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'EpiceaBrowsers-Visitors'","EpLogBrowserOperationVisitor class 	instanceVariableNames: ''"
BasicBehaviorClassMetaclassTest,"TestCase subclass: #BasicBehaviorClassMetaclassTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Classes'","BasicBehaviorClassMetaclassTest class 	instanceVariableNames: ''"
MetacelloPharoPlatform,"MetacelloPharoCommonPlatform subclass: #MetacelloPharoPlatform 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Platform'","MetacelloPharoPlatform class 	instanceVariableNames: ''"
GlobalIdentifierMergerTest,"TestCase subclass: #GlobalIdentifierMergerTest 	instanceVariableNames: 'existing stored merger' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-EventRecorder-Tests-Identifier'","GlobalIdentifierMergerTest class 	instanceVariableNames: ''"
TonelParserTest,"MCTestCase subclass: #TonelParserTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'MonticelloTonel-Tests'","TonelParserTest class 	instanceVariableNames: ''"
MetacelloMCVersion,"MetacelloVersion subclass: #MetacelloMCVersion 	instanceVariableNames: 'loaderPolicy' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-MC-Model'","MetacelloMCVersion class 	instanceVariableNames: ''"
IceDiffCherryPickChangeTreeBuilder,"IceDiffChangeTreeBuilder subclass: #IceDiffCherryPickChangeTreeBuilder 	instanceVariableNames: 'diffTreeMorph diffTreeDataSource cherryPickBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Iceberg-UI-View'","IceDiffCherryPickChangeTreeBuilder class 	instanceVariableNames: ''"
MCGitBasedNetworkRepository,"MCFileTreeRepository subclass: #MCGitBasedNetworkRepository 	instanceVariableNames: 'projectPath projectVersion repoPath projectVersionPattern' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-GitBasedRepository'","MCGitBasedNetworkRepository class 	instanceVariableNames: 'repoCacheDirectory repoDownloadCache siteUsername sitePassword'"
LGitBlameFlagTypeEnum,"LGitExternalEnumerationUInt32 subclass: #LGitBlameFlagTypeEnum 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'LibGit-Core-FFI-Enums'","LGitBlameFlagTypeEnum class 	instanceVariableNames: ''"
PasswordDialogWindow,"TextEntryDialogWindow subclass: #PasswordDialogWindow 	instanceVariableNames: 'textEditor showPassword' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Windows'","PasswordDialogWindow class 	instanceVariableNames: ''"
ManifestIceberg,"PackageManifest subclass: #ManifestIceberg 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Iceberg'","ManifestIceberg class 	instanceVariableNames: ''"
ZnCookieJar,"Object subclass: #ZnCookieJar 	instanceVariableNames: 'cookies' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnCookieJar class 	instanceVariableNames: ''"
RBInlineAllSendersRefactoring,"RBMethodRefactoring subclass: #RBInlineAllSendersRefactoring 	instanceVariableNames: 'selector numberReplaced numberNotReplaced' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Refactorings'","RBInlineAllSendersRefactoring class 	instanceVariableNames: ''"
OSTouchHoldDetector,"OSTouchPunctualGestureDetector subclass: #OSTouchHoldDetector 	instanceVariableNames: 'waitingTime maxDistanceTravelled process' 	classVariableNames: 'MaxDistanceTravelled WaitingTime' 	poolDictionaries: '' 	category: 'OSWindow-Core-Gestures'","OSTouchHoldDetector class 	instanceVariableNames: ''"
TxAthensLayoutView,"Object subclass: #TxAthensLayoutView 	instanceVariableNames: 'announcer extent layoutStrategy layout offset container' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TxText-Athens'","TxAthensLayoutView class 	instanceVariableNames: ''"
ZdcByteArrayManager,"Object subclass: #ZdcByteArrayManager 	instanceVariableNames: 'limit resources access' 	classVariableNames: 'Current' 	poolDictionaries: '' 	category: 'Zodiac-Core'","ZdcByteArrayManager class 	instanceVariableNames: ''"
GLMPagerException,"Error subclass: #GLMPagerException 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Pager-Exception'","GLMPagerException class 	instanceVariableNames: ''"
GLMNewScriptingTest,"TestCase subclass: #GLMNewScriptingTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Tests-Core'","GLMNewScriptingTest class 	instanceVariableNames: ''"
RBMessageNode,"RBValueNode subclass: #RBMessageNode 	instanceVariableNames: 'receiver selector keywordsPositions arguments' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Core-Nodes'","RBMessageNode class 	instanceVariableNames: ''"
MenuTitleMorph,"AlignmentMorph subclass: #MenuTitleMorph 	instanceVariableNames: 'titleContainer icon closeBox pinBox' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Menus'","MenuTitleMorph class 	instanceVariableNames: ''"
